trial,fold,horizon,objective,learning_rate,max_rounds,interactions,max_bins,min_samples_leaf,outer_bags,macro_f1,balanced_accuracy,brier,log_loss,ece,recall_bear,recall_stress,is_best_trial
0,0,20,0.6572631591890254,0.04,80,0,96,5,2,0.25557133660988895,0.28787093888031506,0.797225383870161,1.4851736033648997,0.14924077302326175,0.08695652173913043,0.46875,False
0,1,20,0.7988626430499007,0.04,80,0,96,5,2,0.07527523791752193,0.10319198873415741,0.8810656601821828,1.6324189607652215,0.28595408049137944,0.0,0.0,False
0,2,20,0.6904057545933502,0.04,80,0,96,5,2,0.16036304145606878,0.2809389505846407,0.8592664675861152,1.5968707330158385,0.23268071716238103,0.0,0.8064516129032258,False
1,0,20,0.6825561450280129,0.025,50,0,64,10,2,0.19809350336090029,0.21230243201532648,0.7808455539336253,1.4473376891847427,0.13894877905213876,0.10869565217391304,0.25,False
1,1,20,0.7544785211387464,0.025,50,0,64,10,2,0.09428917575301833,0.13849081952530226,0.8119940922972596,1.501391479366094,0.2166737942983363,0.0,0.034482758620689655,False
1,2,20,0.7091891714948868,0.025,50,0,64,10,2,0.14377346567042118,0.16698591769982568,0.7778227709972352,1.4329484203308742,0.17619335909164283,0.0,0.22580645161290322,False
2,0,20,0.687501468140759,0.04,50,0,64,2,2,0.2033492822966507,0.21811638550369858,0.7925608183458438,1.4741639604968961,0.1513813124366122,0.10869565217391304,0.25,False
2,1,20,0.7516148885104339,0.04,50,0,64,2,2,0.10284997561145565,0.16534971053043343,0.8190704887656356,1.5138729356583105,0.17930345909037915,0.0,0.0,False
2,2,20,0.7183922160170774,0.04,50,0,64,2,2,0.12966309053265576,0.15719979630608927,0.7875056297489907,1.4496602945123571,0.21819676958609904,0.0,0.25806451612903225,False
3,0,20,0.6685989641693969,0.04,30,0,64,10,2,0.22019132079079284,0.24308054720344846,0.7845674858012269,1.4540983735097888,0.11395285210453784,0.08695652173913043,0.34375,False
3,1,20,0.7357554446640809,0.04,30,0,64,10,2,0.10943367011187241,0.15466860725481413,0.8008822492390935,1.4773251032991452,0.163313154673842,0.0,0.08620689655172414,False
3,2,20,0.6971344280573872,0.04,30,0,64,10,2,0.16752397188253665,0.17043794190806352,0.7621396394828394,1.4010760575199215,0.12379787873669319,0.0,0.16129032258064516,False
4,0,20,0.6767412148969413,0.025,50,0,64,5,2,0.20271108202142685,0.216828784391464,0.7795047700172414,1.4425718570477757,0.1428544575498922,0.13043478260869565,0.28125,False
4,1,20,0.7404642332277556,0.025,50,0,64,5,2,0.11317784498115084,0.1655284370801612,0.8051397057836235,1.4858059208072807,0.185330096866642,0.0,0.05172413793103448,False
4,2,20,0.7168219927402509,0.025,50,0,64,5,2,0.13936928736678425,0.15456058914546486,0.7805833553821961,1.436470394288153,0.17436892476594915,0.0,0.16129032258064516,False
5,0,20,0.6634040542876253,0.025,80,0,96,5,2,0.24239491780759903,0.2599104125645256,0.784019714480804,1.4535876575011253,0.12466233428504038,0.08695652173913043,0.34375,False
5,1,20,0.7797441920081774,0.025,80,0,96,5,2,0.0818922305764411,0.11576354679802955,0.855092359536629,1.581907673616031,0.25177619170737114,0.0,0.034482758620689655,False
5,2,20,0.6940397876981929,0.025,80,0,96,5,2,0.15815237813563995,0.2226374444248585,0.8035394732429424,1.4871928259209752,0.1922532471290066,0.0,0.4838709677419355,False
6,0,20,0.6577681844069674,0.04,50,0,64,10,2,0.24598666481736264,0.27186344194029055,0.7873339054890703,1.4659323438679175,0.1123628023107198,0.08695652173913043,0.40625,False
6,1,20,0.7506582008334701,0.04,50,0,64,10,2,0.11099800954924134,0.16966005535801965,0.8245266155954449,1.5231855405267154,0.1830186221079893,0.0,0.017241379310344827,False
6,2,20,0.7246231648359422,0.04,50,0,64,10,2,0.12532160746812387,0.15310143565035156,0.8011176848513324,1.473025696500872,0.21700071253481037,0.0,0.25806451612903225,False
7,0,20,0.703857966092806,0.015,30,0,64,10,2,0.15805887386399337,0.162698815257304,0.7772539936198993,1.4393810197977246,0.15164576398094848,0.08695652173913043,0.15625,False
7,1,20,0.7093968650703512,0.015,30,0,64,10,2,0.1312807881773399,0.1631773399014778,0.7797829523869441,1.4400348187932772,0.13555123297135419,0.0,0.22413793103448276,False
7,2,20,0.6922498937175551,0.015,30,0,64,10,2,0.17529557529557532,0.1778580801848914,0.7446916146889762,1.3704162577782668,0.06718445892715179,0.0,0.03225806451612903,False
8,0,20,0.6692816052049146,0.03,30,0,96,5,2,0.21379356710544903,0.22479137286466927,0.7792565454310757,1.4436041694363546,0.12981558369210364,0.17391304347826086,0.28125,True
8,1,20,0.7216299797694721,0.03,30,0,96,5,2,0.12814129919393077,0.17084639498432602,0.7890203035342616,1.455181442855358,0.16121863631007846,0.0,0.13793103448275862,True
8,2,20,0.7020136290317446,0.03,30,0,96,5,2,0.17067959279625503,0.16740407779540512,0.7641983824272257,1.4064108823009864,0.09301666709761745,0.0,0.06451612903225806,True
9,0,20,0.6726849275542948,0.03,50,0,96,5,2,0.22023608997493377,0.2332728267521686,0.7815116291496186,1.449373292875387,0.12516032291016735,0.10869565217391304,0.28125,False
9,1,20,0.7560458318854956,0.03,50,0,96,5,2,0.09183673469387756,0.1461038961038961,0.8175550643765906,1.508550852571891,0.19191301994158383,0.0,0.0,False
9,2,20,0.7288393367269735,0.03,50,0,96,5,2,0.11378662005443826,0.1355152084924692,0.7865839965715166,1.4460406405140676,0.2272174494857212,0.0,0.1935483870967742,False
10,0,20,0.6919570229945469,0.015,50,0,64,2,2,0.18381905420740371,0.185578784391464,0.7773255640819117,1.44055252727714,0.13786576736307982,0.13043478260869565,0.15625,False
10,1,20,0.7216416465332047,0.015,50,0,64,2,2,0.12153605628297831,0.15567622033139275,0.7875601282931048,1.4522028835454657,0.1520080497521474,0.0,0.15517241379310345,False
10,2,20,0.6910841383701933,0.015,50,0,64,2,2,0.17710759096597795,0.1843883382222885,0.7612294537706743,1.4022721945889534,0.08093634999936912,0.07692307692307693,0.06451612903225806,False
11,0,20,0.6806039625597295,0.025,50,0,96,10,2,0.2118836673307551,0.21198396173700176,0.7812596117384186,1.448835077611021,0.12974466056999598,0.15217391304347827,0.1875,False
11,1,20,0.7411773788718915,0.025,50,0,96,10,2,0.1162907268170426,0.1557321988356471,0.8127426037316643,1.500175590583468,0.19744950842317804,0.0,0.10344827586206896,False
11,2,20,0.6900675436188825,0.025,50,0,96,10,2,0.1731356309555615,0.1970653462721152,0.7710306963128194,1.4204279792212575,0.1338328704334881,0.07692307692307693,0.1935483870967742,False
12,0,20,0.6840537468344775,0.015,50,0,96,10,2,0.1935259889091966,0.19920523787983607,0.7747324960261638,1.4336791594388658,0.12846833741851285,0.13043478260869565,0.1875,False
12,1,20,0.7184931443372177,0.015,50,0,96,10,2,0.1272302463891249,0.1610501567398119,0.7898306843523873,1.4572228311936797,0.1530669647268032,0.0,0.1896551724137931,False
12,2,20,0.6950129144334418,0.015,50,0,96,10,2,0.17126055037716714,0.17810975968035725,0.7562716274959319,1.3919783637199705,0.08980083319695012,0.0,0.0967741935483871,False
13,0,20,0.6672835692255228,0.015,80,0,96,10,2,0.23592931774749956,0.23961936565377043,0.7831649710357963,1.4506322110575276,0.11416801734537377,0.15217391304347827,0.25,False
13,1,20,0.7626030597492436,0.015,80,0,96,10,2,0.07368521341463415,0.09186072548141513,0.8189584930550848,1.5118768900151953,0.25090358320402323,0.0,0.1206896551724138,False
13,2,20,0.6884915296254294,0.015,80,0,96,10,2,0.17903330731199585,0.20889985702254343,0.7718244888323663,1.4248579884941142,0.1250139899856632,0.0,0.25806451612903225,False
14,0,20,0.6699159023610552,0.025,50,0,64,2,2,0.22552461662631154,0.2266148854504816,0.7826124345272497,1.45304422697802,0.1293638769619377,0.21739130434782608,0.21875,False
14,1,20,0.7288988305477823,0.025,50,0,64,2,2,0.12323859565321232,0.17196596506941333,0.8015795738362509,1.4794279800491348,0.14867979128563688,0.0,0.10344827586206896,False
14,2,20,0.7217553049338523,0.025,50,0,64,2,2,0.12890504046262125,0.1423977123606949,0.7771911210138124,1.4304834365222112,0.1792947749611863,0.0,0.12903225806451613,False
0,0,40,0.6624835794938123,0.025,50,0,96,2,2,0.25629672839482254,0.2574767287234042,0.7600350168035954,1.4165348522762187,0.08498440282139594,0.12,0.125,False
0,1,40,0.8191286801937825,0.025,50,0,96,2,2,0.041304347826086954,0.13970588235294118,0.909411787821417,1.6695471770701866,0.36818921227684315,0.0,0.0,False
0,2,40,0.6581282704782077,0.025,50,0,96,2,2,0.19325396825396823,0.2972915398660986,0.7743848371664341,1.4310641812005513,0.1825119372862082,0.6,0.0,False
1,0,40,0.6585607548184368,0.025,30,0,96,10,2,0.2525087169417066,0.25498337765957446,0.7561924938652368,1.3988233759140576,0.06604219488503965,0.12,0.125,False
1,1,40,0.8036789448770657,0.025,30,0,96,10,2,0.04906361904197033,0.13860294117647057,0.8836043365174466,1.6228952046849656,0.33808801036944686,0.0,0.013888888888888888,False
1,2,40,0.6235307293394269,0.025,30,0,96,10,2,0.23413087115546077,0.3432947859606411,0.752598288521908,1.3912689738968813,0.04893911182973843,0.6,0.0,False
2,0,40,0.6646687592088758,0.015,50,0,96,5,2,0.23997974149874285,0.23732047872340423,0.756122251407613,1.400887759969291,0.07963591540038639,0.18,0.0625,False
2,1,40,0.7973130945430075,0.015,50,0,96,5,2,0.053022732531429514,0.15330882352941175,0.8778261576519714,1.6063419163708261,0.32815768690378305,0.0,0.013888888888888888,False
2,2,40,0.6468981468604023,0.015,50,0,96,5,2,0.22753542462868934,0.28837492391965913,0.7591510621002165,1.4032007194971425,0.03909769476543645,0.4,0.0,False
3,0,40,0.664605408439968,0.04,80,0,96,5,2,0.25901833234772326,0.2988696808510638,0.7674637271946418,1.4825342860860298,0.12259840846871319,0.0,0.34375,False
3,1,40,0.8859155020984029,0.04,80,0,96,5,2,0.09725187372246195,0.10882352941176471,1.0411813315558311,2.040983818679018,0.4164883996530905,0.0,0.0,False
3,2,40,0.6313755267044392,0.04,80,0,96,5,2,0.1327565995289817,0.4970256209604962,0.9237258133438165,1.718773317425176,0.33482822177865024,1.0,0.8571428571428571,False
4,0,40,0.6740685639796463,0.015,80,0,96,2,2,0.2468529097150695,0.24575797872340424,0.7749079284667403,1.446847503685162,0.10790480887741999,0.12,0.125,False
4,1,40,0.8445374965910362,0.015,80,0,96,2,2,0.05523700305810397,0.12140522875816993,0.9641161813168507,1.7879045267064526,0.3927079798763474,0.0,0.0,False
4,2,40,0.6757391184627278,0.015,80,0,96,2,2,0.10011422541848505,0.3090883401443353,0.8366013442325693,1.556134231140082,0.2902148713802302,0.8,0.2857142857142857,False
5,0,40,0.6561083908650327,0.03,30,0,64,10,2,0.2629821535312672,0.2670345744680851,0.7586157778320517,1.4096338089007598,0.05589136232033552,0.12,0.125,False
5,1,40,0.8026709736550257,0.03,30,0,64,10,2,0.058430017462337586,0.13693181818181815,0.8890615825408023,1.631080710335027,0.3434846806028785,0.022727272727272728,0.013888888888888888,False
5,2,40,0.6482623026782625,0.03,30,0,64,10,2,0.19566601958355545,0.29866098600121727,0.7718083276147304,1.4263583204929329,0.10005556692667496,0.6,0.0,False
6,0,40,0.6665610634539608,0.025,30,0,64,5,2,0.24004704738927846,0.24201795212765956,0.7614477494026058,1.4110813404515004,0.0839029425322353,0.12,0.125,False
6,1,40,0.7946749219618106,0.025,30,0,64,5,2,0.05828021520479399,0.13693181818181815,0.8735311654733207,1.5985384744020437,0.32958610288994417,0.022727272727272728,0.013888888888888888,False
6,2,40,0.6448737210025433,0.025,30,0,64,5,2,0.21972694417972655,0.2825674579022114,0.7493581148465022,1.382196249542848,0.03997323797817835,0.4,0.0,False
7,0,40,0.6592102805328541,0.025,50,0,64,5,2,0.26003578250016823,0.25981715425531915,0.7532779915686766,1.4040025418178848,0.10359653064718813,0.14,0.125,False
7,1,40,0.8183565599181262,0.025,50,0,64,5,2,0.045064377682403435,0.15441176470588236,0.914439707134315,1.6757297699266176,0.36748945639092234,0.0,0.0,False
7,2,40,0.6457509557282956,0.025,50,0,64,5,2,0.1625140056022409,0.3201091209460047,0.787875623823497,1.4561895074819653,0.17053620718672663,0.8,0.07142857142857142,False
8,0,40,0.6526597092637233,0.025,50,0,64,10,2,0.2740801614552448,0.27544215425531915,0.7550804920636024,1.4122032341198218,0.06772035213151553,0.14,0.125,False
8,1,40,0.8171295288483245,0.025,50,0,64,10,2,0.05276775408541401,0.13402777777777777,0.9138425790544462,1.671165576543811,0.36798972749635883,0.0,0.013888888888888888,False
8,2,40,0.6633779497388181,0.025,50,0,64,10,2,0.1758466707096736,0.28560052749036313,0.7815846935308328,1.444014128239933,0.16082047759899948,0.6,0.0,False
9,0,40,0.6520937128612245,0.015,30,0,96,5,2,0.2715960045043708,0.27502659574468086,0.7526787426117465,1.3894992225688836,0.06899616738178627,0.14,0.09375,False
9,1,40,0.7722726016391538,0.015,30,0,96,5,2,0.07180565204283598,0.13292855020796196,0.8460229901160723,1.549188540939863,0.2966926288362529,0.022727272727272728,0.09722222222222222,False
9,2,40,0.6858160018313153,0.015,30,0,96,5,2,0.21258760863470705,0.20676100628930816,0.7421139754432117,1.3744233570249937,0.07958001130594163,0.0,0.0,False
10,0,40,0.6665325695364981,0.03,30,0,96,5,2,0.24768152602767565,0.24701795212765956,0.7604010613724027,1.4096568237633684,0.07537546383378907,0.14,0.0625,False
10,1,40,0.8061943354190162,0.03,30,0,96,5,2,0.051006011532327325,0.14595588235294116,0.8894982706074537,1.6365339841639894,0.34743562481546175,0.0,0.013888888888888888,False
10,2,40,0.6579602827322921,0.03,30,0,96,5,2,0.17793798693566495,0.2843071616960844,0.7781082719706807,1.439063468936589,0.12102089276769921,0.6,0.0,False
11,0,40,0.6636560832815462,0.03,30,0,96,10,2,0.24184583150317354,0.24309840425531914,0.7537949606357742,1.395884785107792,0.09102114215504174,0.12,0.125,False
11,1,40,0.8094033491869357,0.03,30,0,96,10,2,0.050626801445215766,0.1268010992275698,0.8967455353325159,1.6412471413342202,0.3607992843577663,0.022727272727272728,0.013888888888888888,False
11,2,40,0.6840122218978686,0.03,30,0,96,10,2,0.15980219283279276,0.2139429904645973,0.7766591007091357,1.4343384893604092,0.13353269366602002,0.4,0.0,False
12,0,40,0.6584951082002917,0.015,50,0,96,10,2,0.2511786717628394,0.25373670212765953,0.7526818234836673,1.394770114452748,0.07171492100055907,0.12,0.125,True
12,1,40,0.7960807932463907,0.015,50,0,96,10,2,0.05631651502619245,0.1295788770053476,0.8724666948725942,1.5986499571744512,0.3335342268100825,0.022727272727272728,0.013888888888888888,True
12,2,40,0.6311143214502536,0.015,50,0,96,10,2,0.2169457365068052,0.3264810306350172,0.7602544164325441,1.4048260531405206,0.0444621174330392,0.6,0.0,True
13,0,40,0.6536685717451692,0.025,30,0,64,2,2,0.2635361756251057,0.2653025265957447,0.7585796200580137,1.4046403581241582,0.05311839132690966,0.14,0.125,False
13,1,40,0.7917177490967069,0.025,30,0,64,2,2,0.05526315789473685,0.16066176470588234,0.8698771000247395,1.587734566280151,0.32081907807780413,0.0,0.013888888888888888,False
13,2,40,0.6433985690608989,0.025,30,0,64,2,2,0.1943032372792305,0.29087543112193137,0.764799770653605,1.4155608506335302,0.0652452636868184,0.6,0.0,False
14,0,40,0.6561421066942716,0.025,30,0,96,5,2,0.2596833721833722,0.2629621010638298,0.759778157030203,1.4050525261417106,0.05071490443238067,0.12,0.125,False
14,1,40,0.802378640177283,0.025,30,0,96,5,2,0.04531573498964803,0.12389705882352942,0.875088318449494,1.60227813535839,0.3432724791740909,0.0,0.013888888888888888,False
14,2,40,0.6481377010291676,0.025,30,0,96,5,2,0.21476899772784652,0.27627814972611076,0.7490104193310657,1.3844168829128696,0.05363875980829319,0.4,0.0,False
0,0,60,0.5445793716904233,0.04,50,0,64,10,2,0.3995012435916958,0.4529137800414396,0.6793242110101544,1.270634926024751,0.06366829344540546,0.07142857142857142,0.6595744680851063,False
0,1,60,0.8462931970761103,0.04,50,0,64,10,2,0.07129835688587219,0.1824368466898955,0.9973196033676304,1.821370290180835,0.43192682467365195,0.024390243902439025,0.0,False
0,2,60,0.8070760033925394,0.04,50,0,64,10,2,0.11600678733031675,0.09951690821256039,0.9103307969916098,1.704408379264891,0.3054355041440231,0.0,0.0,False
1,0,60,0.6384477912655955,0.025,30,0,96,10,2,0.2542867816376411,0.29969159889372654,0.7054846413310875,1.299084513425609,0.05923488308310389,0.03571428571428571,0.1276595744680851,False
1,1,60,0.8130990679571207,0.025,30,0,96,10,2,0.06415562762234558,0.1802047038327526,0.9251557711845556,1.67817753192718,0.3802562045521644,0.024390243902439025,0.0,False
1,2,60,0.7357949670212705,0.025,30,0,96,10,2,0.15546348812477845,0.14413388543823324,0.8039512858868147,1.5018235947621255,0.14139797208862215,0.0,0.0,False
2,0,60,0.6333071187815833,0.015,80,0,64,10,2,0.2662312734480676,0.3142091559644751,0.7248948693349158,1.3427805182229926,0.10254892577854899,0.03571428571428571,0.3191489361702128,False
2,1,60,0.8645091828519854,0.015,80,0,64,10,2,0.06589850618306523,0.1880172038327526,1.0390856730117994,1.9060800221837975,0.43444944083872655,0.024390243902439025,0.0,False
2,2,60,0.838537872695127,0.015,80,0,64,10,2,0.027777777777777776,0.017080745341614908,0.9028221808595418,1.723858210626095,0.3424856101080252,0.0,0.0,False
3,0,60,0.6429401085096718,0.03,30,0,64,2,2,0.2591533338119401,0.29604823288333926,0.7169457016224129,1.3181914736171798,0.06579136211742584,0.05357142857142857,0.10638297872340426,False
3,1,60,0.8088094982677324,0.03,30,0,64,2,2,0.07262474367737526,0.1980618466898955,0.9266837198234069,1.675158154437167,0.3746019877583315,0.024390243902439025,0.0,False
3,2,60,0.7538088900473178,0.03,30,0,64,2,2,0.13850469097591642,0.1261559696342305,0.8208591528605305,1.5299220891100143,0.2079693000780777,0.0,0.0,False
4,0,60,0.6055571087813357,0.03,50,0,96,2,2,0.30337901670102,0.34747009547541463,0.7012994431544644,1.2940747917622741,0.04575990168911233,0.05357142857142857,0.3191489361702128,False
4,1,60,0.8367107507701806,0.03,50,0,96,2,2,0.07848304443043885,0.20029398954703834,0.9878888775312902,1.7919975987741916,0.42249312308598136,0.024390243902439025,0.0,False
4,2,60,0.7975339041817435,0.03,50,0,96,2,2,0.10971421919562308,0.09240855762594892,0.8830858159834745,1.6603880450693718,0.2878851692823853,0.0,0.0,False
5,0,60,0.598822894355629,0.03,50,0,64,5,2,0.3176261549395878,0.36063903949542253,0.7019411300293934,1.2995874505027076,0.059198124334122526,0.05357142857142857,0.3829787234042553,False
5,1,60,0.8432839842132378,0.03,50,0,64,5,2,0.06442477876106195,0.1802047038327526,0.9922637546322292,1.797165891010536,0.42709477450810157,0.024390243902439025,0.0,False
5,2,60,0.7739118289324182,0.03,50,0,64,5,2,0.13812682142498242,0.12550034506556246,0.8610426861031473,1.6133475571757843,0.23700039964294847,0.0,0.0,False
6,0,60,0.6504844358208787,0.015,30,0,96,10,2,0.23807204674510507,0.29396313106419486,0.7160573989221718,1.315038657488831,0.04394528194244775,0.017857142857142856,0.06382978723404255,True
6,1,60,0.7930461890558305,0.015,30,0,96,10,2,0.05770810003732736,0.18415178571428573,0.8773120801977644,1.5914129597075808,0.3374661911234859,0.0,0.0,True
6,2,60,0.7073016631520715,0.015,30,0,96,10,2,0.18865864711213642,0.16718426501035197,0.7793319336972044,1.4545839800768952,0.04483217902036795,0.0,0.0,True
7,0,60,0.6192267015954522,0.025,50,0,96,5,2,0.2853195212438819,0.3281271392973521,0.7003473408896319,1.2919032547113773,0.0649224994037177,0.07142857142857142,0.2127659574468085,False
7,1,60,0.8362431409695946,0.025,50,0,96,5,2,0.07601067095189945,0.19248148954703834,0.9846591018402696,1.7903871820830992,0.4114203379108236,0.024390243902439025,0.0,False
7,2,60,0.7790882289566254,0.025,50,0,96,5,2,0.12765828168671772,0.10262249827467218,0.8589465608384195,1.6082669658452697,0.2548993741158282,0.0,0.0,False
8,0,60,0.6087073203808052,0.03,30,0,64,5,2,0.3020911724643393,0.34274082212912,0.7044029935261584,1.2987639857964164,0.043355094112198136,0.05357142857142857,0.2978723404255319,False
8,1,60,0.8086820221268669,0.03,30,0,64,5,2,0.0694268857985672,0.1958297038327526,0.9253682220010842,1.667881019936764,0.37684242586843464,0.024390243902439025,0.0,False
8,2,60,0.7491262587156403,0.03,30,0,64,5,2,0.1456937799043062,0.12501725327812285,0.8193566696447926,1.5331528992704573,0.17159947848512225,0.0,0.0,False
9,0,60,0.6432584699049444,0.025,30,0,64,5,2,0.2488435482059526,0.29716095274605914,0.7135977086242797,1.313272157575707,0.04735733168330422,0.03571428571428571,0.10638297872340426,False
9,1,60,0.7989971236920475,0.025,30,0,64,5,2,0.06478149929712818,0.1880172038327526,0.8963205932161,1.626915268035208,0.35830079161325484,0.024390243902439025,0.0,False
9,2,60,0.7382852185164418,0.025,30,0,64,5,2,0.15327380952380953,0.1336783988957902,0.8075396147445218,1.5109552126347507,0.1338060924036915,0.0,0.0,False
10,0,60,0.601695362924243,0.03,80,0,64,2,2,0.32283601398317796,0.38867011007968455,0.7298274522903817,1.3612882813314506,0.14611723448670816,0.05357142857142857,0.574468085106383,False
10,1,60,0.8940609797465978,0.03,80,0,64,2,2,0.0792125826487678,0.20029398954703834,1.09299589836669,2.0814877635028033,0.4484246882024656,0.024390243902439025,0.0,False
10,2,60,0.8764524391202367,0.03,80,0,64,2,2,0.05063173541434411,0.03129744651483782,0.9920358189852754,1.9193854695675772,0.3879526363148207,0.0,0.0,False
11,0,60,0.582437758666424,0.03,80,0,96,10,2,0.349104714703266,0.40503915769873217,0.7125904287083588,1.319391280257869,0.1178313732651036,0.07142857142857142,0.574468085106383,False
11,1,60,0.8910840504873193,0.03,80,0,96,10,2,0.08597540434192202,0.19694577526132404,1.0918369083756498,2.073143474566638,0.4423198264670255,0.024390243902439025,0.0,False
11,2,60,0.8946236367247791,0.03,80,0,96,10,2,0.025204081632653058,0.01487232574189096,1.0069282260820873,1.9606030001194281,0.4243043482280556,0.0,0.0,False
12,0,60,0.5627878620450742,0.04,50,0,96,2,2,0.3591239307540248,0.42279304380368216,0.6894991865776983,1.2842779916845937,0.05973317135518515,0.03571428571428571,0.6382978723404256,False
12,1,60,0.855587362005971,0.04,50,0,96,2,2,0.06622713411180439,0.1802047038327526,1.0133012222845312,1.8581077428708823,0.43951592111003085,0.024390243902439025,0.0,False
12,2,60,0.8327048629845811,0.04,50,0,96,2,2,0.06372549019607843,0.04730848861283644,0.9201516099628847,1.7287641191184444,0.357539164878242,0.0,0.0,False
13,0,60,0.6378146528898542,0.03,50,0,96,10,2,0.26117566643882434,0.3057717672079375,0.7084161709581153,1.3053480677620655,0.09197552004596028,0.03571428571428571,0.1702127659574468,False
13,1,60,0.8419055053122797,0.03,50,0,96,10,2,0.06596814610800072,0.1880172038327526,0.9894974927175022,1.801578884221459,0.42130044416493134,0.024390243902439025,0.0,False
13,2,60,0.80231147793179,0.03,50,0,96,10,2,0.09256978653530379,0.07819185645272601,0.8805358134786981,1.6526219726311457,0.3015469176137717,0.0,0.0,False
14,0,60,0.6382864409255798,0.03,30,0,96,10,2,0.2558585858585859,0.30104249386164283,0.7113427566010299,1.3069297999418255,0.05943232986253735,0.03571428571428571,0.14893617021276595,False
14,1,60,0.8166026773678174,0.03,30,0,96,10,2,0.06761159194787514,0.1958297038327526,0.939874253161096,1.7048533723320598,0.38094602217584905,0.024390243902439025,0.0,False
14,2,60,0.7542712241808043,0.03,30,0,96,10,2,0.14523809523809522,0.1388198757763975,0.830900890102202,1.5599746496879996,0.1828145044155042,0.0,0.0,False
